Geneid,comparison,genename,bnum
"IGR:(CDS,b3103,yhaH,DUF805_family_inner_membrane_protein,cds3052,+,365/CDS,b3104,yhaI,DUF805_family_inner_membrane_protein,cds3053,+,356):+:190:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b3144:yraJ:putative_outer_membrane_protein:cds3089:+:2516:NC_000913.3,WT0_WT150.WT150_dRpoS150,yraJ,b3144
CDS:b3152:yraR:putative_nucleoside-diphosphate-sugar_epimerase:cds3097:-:635:NC_000913.3,WT0_WT150.WT150_dRpoS150,yraR,b3152
CDS:b3153:yhbO:stress-resistance_protein:cds3098:+:518:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhbO,b3153
AS_CDS:b3154:yhbP:UPF0306_family_protein:cds3099:-:443:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhbP,b3154
CDS:b3160:yhbW:putative_luciferase-like_monooxygenase:cds3105:+:1007:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhbW,b3160
"IGR:(CDS,b3160,yhbW,putative_luciferase-like_monooxygenase,cds3105,+,1007/CDS,b3161,mtr,tryptophan_transporter_of_high_affinity,cds3106,-,1244):+:56:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b3161:mtr:tryptophan_transporter_of_high_affinity:cds3106:-:1244:NC_000913.3,WT0_WT150.WT150_dRpoS150,mtr,b3161
CDS:b3172:argG:argininosuccinate_synthetase:cds3117:+:1343:NC_000913.3,WT0_WT150.WT150_dRpoS150,argG,b3172
CDS:b3173:yhbX:putative_EptAB_family_phosphoethanolamine_transferase%2C_inner_membrane_protein:cds3118:-:1625:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhbX,b3173
AS_CDS:b3173:yhbX:putative_EptAB_family_phosphoethanolamine_transferase%2C_inner_membrane_protein:cds3118:-:1625:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhbX,b3173
CDS:b3176:glmM:phosphoglucosamine_mutase:cds3120:-:1337:NC_000913.3,WT0_WT150.WT150_dRpoS150,glmM,b3176
"IGR:(CDS,b3186,rplU,50S_ribosomal_subunit_protein_L21,cds3130,-,311/CDS,b3187,ispB,octaprenyl_diphosphate_synthase,cds3131,+,971):+:217:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b3202:rpoN:RNA_polymerase%2C_sigma_54_sigma_N_factor:cds3146:+:1433:NC_000913.3,WT0_WT150.WT150_dRpoS150,rpoN,b3202
CDS:b3207:yrbL:Mg2+-starvation-stimulated_protein:cds3151:+:632:NC_000913.3,WT0_WT150.WT150_dRpoS150,yrbL,b3207
AS_CDS:b3207:yrbL:Mg2+-starvation-stimulated_protein:cds3151:+:632:NC_000913.3,WT0_WT150.WT150_dRpoS150,yrbL,b3207
CDS:b3208:mtgA:biosynthetic_peptidoglycan_transglycosylase:cds3152:-:728:NC_000913.3,WT0_WT150.WT150_dRpoS150,mtgA,b3208
AS_CDS:b3208:mtgA:biosynthetic_peptidoglycan_transglycosylase:cds3152:-:728:NC_000913.3,WT0_WT150.WT150_dRpoS150,mtgA,b3208
CDS:b3209:elbB:isoprenoid_biosynthesis_protein_with_amidotransferase-like_domain:cds3153:-:653:NC_000913.3,WT0_WT150.WT150_dRpoS150,elbB,b3209
"AS_IGR:(CDS,b3219,yhcF,putative_transcriptional_regulator,cds3163,+,716/CDS,b3220,yhcG,DUF1016_family_protein_in_the_PD-D/EXK_nuclease_superfamily,cds3164,+,1127):+:133:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3221:yhcH:DUF386_family_protein%2C_cupin_superfamily:cds3165:-:464:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhcH,b3221
CDS:b3236:mdh:malate_dehydrogenase%2C_NADP-binding:cds3180:-:938:NC_000913.3,WT0_WT150.WT150_dRpoS150,mdh,b3236
AS_CDS:b3238:yhcN:cadmium_and_peroxide_resistance_protein%2C_stress-induced:cds3182:+:263:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhcN,b3238
CDS:b3239:yhcO:putative_barnase_inhibitor:cds3183:-:272:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhcO,b3239
"AS_IGR:(CDS,b3239,yhcO,putative_barnase_inhibitor,cds3183,-,272/CDS,b3240,aaeB,p-hydroxybenzoic_acid_efflux_system_component,cds3184,-,1967):+:40:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b3243:aaeR:transcriptional_regulator_for_aaeXAB_operon:cds3187:+:929:NC_000913.3,WT0_WT150.WT150_dRpoS150,aaeR,b3243
CDS:b3244:tldD:putative_peptidase:cds3188:-:1445:NC_000913.3,WT0_WT150.WT150_dRpoS150,tldD,b3244
AS_CDS:b3248:yhdE:dTTP/UTP_pyrophosphatase%3B_m5UTP/m5CTP/pseudo-UTP_pyrophosphatase:cds3191:-:593:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhdE,b3248
AS_CDS:b3249:mreD:cell_wall_structural_complex_MreBCD_transmembrane_component_MreD:cds3192:-:488:NC_000913.3,WT0_WT150.WT150_dRpoS150,mreD,b3249
AS_CDS:b3252:csrD:targeting_factor_for_csrBC_sRNA_degradation:cds3195:-:1940:NC_000913.3,WT0_WT150.WT150_dRpoS150,csrD,b3252
"IGR:(CDS,b3252,csrD,targeting_factor_for_csrBC_sRNA_degradation,cds3195,-,1940/CDS,b3253,acuI,putative_acryloyl-CoA_reductase,cds3196,+,974):+:110:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:-:yhdW:-:cds3212:+:65:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhdW,NA
gene:b3268:yhdW:-:gene3330:+:1024:NC_000913.3,WT0_WT150.WT150_dRpoS150,NA,NA
CDS:-:yhdW:-:cds3212:+:959:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhdW,NA
CDS:b3269:yhdX:putative_amino_acid_ABC_transporter_permease:cds3213:+:1181:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhdX,b3269
CDS:b3291:mscL:mechanosensitive_channel_protein%2C_high_conductance:cds3227:+:410:NC_000913.3,WT0_WT150.WT150_dRpoS150,mscL,b3291
AS_CDS:b4550:arfA:alternate_ribosome-rescue_factor_A:cds3228:-:218:NC_000913.3,WT0_WT150.WT150_dRpoS150,arfA,b4550
AS_CDS:b3335:gspO:bifunctional_prepilin_leader_peptidase/_methylase:cds3272:+:677:NC_000913.3,WT0_WT150.WT150_dRpoS150,gspO,b3335
CDS:b3336:bfr:bacterioferritin%2C_iron_storage_and_detoxification_protein:cds3273:-:476:NC_000913.3,WT0_WT150.WT150_dRpoS150,bfr,b3336
AS_CDS:b3336:bfr:bacterioferritin%2C_iron_storage_and_detoxification_protein:cds3273:-:476:NC_000913.3,WT0_WT150.WT150_dRpoS150,bfr,b3336
"AS_IGR:(CDS,b3336,bfr,bacterioferritin%2C_iron_storage_and_detoxification_protein,cds3273,-,476/CDS,b3337,bfd,bacterioferritin-associated_ferredoxin,cds3274,-,194):+:20:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b3342,rpsL,30S_ribosomal_subunit_protein_S12,cds3279,-,374/CDS,b3343,tusB,mnm5-s2U34-tRNA_synthesis_2-thiolation_protein,cds3280,-,287):+:74:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b4551:yheV:DUF2387_family_putative_metal-binding_protein:cds3287:-:200:NC_000913.3,WT0_WT150.WT150_dRpoS150,yheV,b4551
CDS:b3360:pabA:aminodeoxychorismate_synthase%2C_subunit_II:cds3298:-:563:NC_000913.3,WT0_WT150.WT150_dRpoS150,pabA,b3360
CDS:b3361:fic:stationary_phase-induced_protein%2C_putative_toxin:cds3299:-:602:NC_000913.3,WT0_WT150.WT150_dRpoS150,fic,b3361
CDS:b3362:yhfG:putative_antitoxin_for_Fic:cds3300:-:167:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhfG,b3362
"IGR:(CDS,b3368,cysG,fused_siroheme_synthase_1%2C3-dimethyluroporphyriongen_III_dehydrogenase_and_siroheme_ferrochelatase/uroporphyrinogen_methyltransferase,cds3306,+,1373/CDS,b3369,yhfL,small_lipoprotein,cds3307,+,167):+:195:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b3375,frlR,putative_DNA-binding_transcriptional_regulator,cds3312,+,731/CDS,b3376,yhfS,FNR-regulated_pyridoxal_phosphate-dependent_aminotransferase_family_protein,cds3313,-,1085):+:90:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"IGR:(CDS,b3403,pck,phosphoenolpyruvate_carboxykinase_[ATP],cds3340,+,1622/CDS,b3404,envZ,sensory_histidine_kinase_in_two-component_regulatory_system_with_OmpR,cds3341,-,1352):+:14:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b3404:envZ:sensory_histidine_kinase_in_two-component_regulatory_system_with_OmpR:cds3341:-:1352:NC_000913.3,WT0_WT150.WT150_dRpoS150,envZ,b3404
"AS_IGR:(CDS,b3405,ompR,response_regulator_in_two-component_regulatory_system_with_EnvZ,cds3342,-,719/CDS,b3406,greB,transcript_cleavage_factor,cds3343,+,476):+:186:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b3406:greB:transcript_cleavage_factor:cds3343:+:476:NC_000913.3,WT0_WT150.WT150_dRpoS150,greB,b3406
"AS_IGR:(CDS,b3407,yhgF,putative_transcriptional_accessory_protein,cds3344,+,2321/CDS,b3408,feoA,ferrous_iron_transporter%2C_protein_A,cds3345,+,227):+:405:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"IGR:(CDS,b3417,malP,maltodextrin_phosphorylase,cds3354,-,2393/CDS,b3418,malT,mal_regulon_transcriptional_activator,cds3355,+,2705):+:570:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b3421,rtcB,RNA-splicing_ligase,cds3357,-,1226/CDS,b3422,rtcR,sigma_54-dependent_transcriptional_regulator_of_rtcBA_expression,cds3358,+,1598):+:147:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3433:asd:aspartate-semialdehyde_dehydrogenase%2C_NADP-binding:cds3369:-:1103:NC_000913.3,WT0_WT150.WT150_dRpoS150,asd,b3433
"AS_IGR:(CDS,b3438,gntR,d-gluconate_inducible_gluconate_regulon_transcriptional_repressor,cds3373,-,995/CDS,b3439,yhhW,quercetinase_activity_in_vitro,cds3374,-,695):+:172:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b3439,yhhW,quercetinase_activity_in_vitro,cds3374,-,695/CDS,b3440,yhhX,putative_oxidoreductase,cds3375,-,1037):+:71:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3440:yhhX:putative_oxidoreductase:cds3375:-:1037:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhhX,b3440
"AS_IGR:(CDS,b3440,yhhX,putative_oxidoreductase,cds3375,-,1037/ncRNA,b4451,ID,ryhB,sRNA_antisense_regulator_mediating_positive_Fur_regulon_response%2C_Hfq-dependent%3B_global_iron_regulator,id431,-,89):+:100:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b3446:yrhB:stable_heat_shock_chaperone:cds3381:+:284:NC_000913.3,WT0_WT150.WT150_dRpoS150,yrhB,b3446
CDS:b3447:ggt:gamma-glutamyltranspeptidase:cds3382:-:1742:NC_000913.3,WT0_WT150.WT150_dRpoS150,ggt,b3447
"IGR:(CDS,b3447,ggt,gamma-glutamyltranspeptidase,cds3382,-,1742/CDS,b3448,yhhA,DUF2756_family_protein,cds3383,+,440):+:78:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b3447,ggt,gamma-glutamyltranspeptidase,cds3382,-,1742/CDS,b3448,yhhA,DUF2756_family_protein,cds3383,+,440):+:78:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3448:yhhA:DUF2756_family_protein:cds3383:+:440:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhhA,b3448
AS_CDS:b3448:yhhA:DUF2756_family_protein:cds3383:+:440:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhhA,b3448
CDS:b3449:ugpQ:glycerophosphodiester_phosphodiesterase%2C_cytosolic:cds3384:-:743:NC_000913.3,WT0_WT150.WT150_dRpoS150,ugpQ,b3449
AS_CDS:b3449:ugpQ:glycerophosphodiester_phosphodiesterase%2C_cytosolic:cds3384:-:743:NC_000913.3,WT0_WT150.WT150_dRpoS150,ugpQ,b3449
CDS:b3450:ugpC:sn-glycerol-3-phosphate_ABC_transporter_ATPase:cds3385:-:1070:NC_000913.3,WT0_WT150.WT150_dRpoS150,ugpC,b3450
CDS:b3451:ugpE:sn-glycerol-3-phosphate_ABC_transporter_permease:cds3386:-:845:NC_000913.3,WT0_WT150.WT150_dRpoS150,ugpE,b3451
"AS_IGR:(CDS,b3452,ugpA,sn-glycerol-3-phosphate_ABC_transporter_permease,cds3387,-,887/CDS,b3453,ugpB,sn-glycerol-3-phosphate_ABC_transporter_periplasmic_binding_protein,cds3388,-,1316):+:46:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b3453,ugpB,sn-glycerol-3-phosphate_ABC_transporter_periplasmic_binding_protein,cds3388,-,1316/CDS,b3454,livF,branched-chain_amino_acid_ABC_transporter_ATPase,cds3389,-,713):+:347:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3472:dcrB:putative_lipoprotein:cds3407:+:557:NC_000913.3,WT0_WT150.WT150_dRpoS150,dcrB,b3472
CDS:b3474:yhhT:UPF0118_family_putative_transporter:cds3409:+:1049:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhhT,b3474
AS_CDS:b3480:nikE:nickel_ABC_transporter_ATPase:cds3415:+:806:NC_000913.3,WT0_WT150.WT150_dRpoS150,nikE,b3480
AS_CDS:b3481:nikR:transcriptional_repressor%2C_Ni-binding:cds3416:+:401:NC_000913.3,WT0_WT150.WT150_dRpoS150,nikR,b3481
"AS_IGR:(CDS,b3481,nikR,transcriptional_repressor%2C_Ni-binding,cds3416,+,401/CDS,b3482,rhsB,Rhs_protein_with_DUF4329_family_putative_toxin_domain%3B_putative_neighboring_cell_growth_inhibitor,cds3417,+,4235):+:151:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b3484,yhhI,putative_transposase,cds3420,+,1136/CDS,b3485,yhhJ,putative_ABC_transporter_permease,cds3421,-,1124):+:103:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3485:yhhJ:putative_ABC_transporter_permease:cds3421:-:1124:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhhJ,b3485
CDS:b3486:rbbA:ribosome-associated_ATPase:_ATP-binding_protein/ATP-binding_membrane_protein:cds3422:-:2735:NC_000913.3,WT0_WT150.WT150_dRpoS150,rbbA,b3486
CDS:b3487:yhiI:putative_membrane_fusion_protein_MFP_of_efflux_pump:cds3423:-:1067:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhiI,b3487
CDS:b3491:yhiM:acid_resistance_protein%2C_inner_membrane:cds3426:+:1052:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhiM,b3491
"IGR:(CDS,b3491,yhiM,acid_resistance_protein%2C_inner_membrane,cds3426,+,1052/CDS,b3492,yhiN,putative_oxidoreductase,cds3427,-,1202):+:253:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b3491,yhiM,acid_resistance_protein%2C_inner_membrane,cds3426,+,1052/CDS,b3492,yhiN,putative_oxidoreductase,cds3427,-,1202):+:253:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b3492:yhiN:putative_oxidoreductase:cds3427:-:1202:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhiN,b3492
"IGR:(CDS,b3492,yhiN,putative_oxidoreductase,cds3427,-,1202/CDS,b3493,pitA,phosphate_transporter%2C_low-affinity%3B_tellurite_importer,cds3428,+,1499):+:190:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b3493:pitA:phosphate_transporter%2C_low-affinity%3B_tellurite_importer:cds3428:+:1499:NC_000913.3,WT0_WT150.WT150_dRpoS150,pitA,b3493
"AS_IGR:(CDS,b3493,pitA,phosphate_transporter%2C_low-affinity%3B_tellurite_importer,cds3428,+,1499/CDS,b3494,uspB,universal_stress_ethanol_tolerance_protein_B,cds3429,-,335):+:182:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3494:uspB:universal_stress_ethanol_tolerance_protein_B:cds3429:-:335:NC_000913.3,WT0_WT150.WT150_dRpoS150,uspB,b3494
"AS_IGR:(CDS,b3494,uspB,universal_stress_ethanol_tolerance_protein_B,cds3429,-,335/CDS,b3495,uspA,universal_stress_global_response_regulator,cds3430,+,434):+:349:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3495:uspA:universal_stress_global_response_regulator:cds3430:+:434:NC_000913.3,WT0_WT150.WT150_dRpoS150,uspA,b3495
"IGR:(CDS,b3495,uspA,universal_stress_global_response_regulator,cds3430,+,434/CDS,b3496,dtpB,dipeptide_and_tripeptide_permease_B,cds3431,+,1469):+:265:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3498:prlC:oligopeptidase_A:cds3433:-:2042:NC_000913.3,WT0_WT150.WT150_dRpoS150,prlC,b3498
"AS_IGR:(CDS,b3498,prlC,oligopeptidase_A,cds3433,-,2042/CDS,b3499,rlmJ,23S_rRNA_m6A2030_methyltransferase%2C_SAM-dependent,cds3434,+,842):+:161:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"IGR:(CDS,b3504,yhiS,-,cds3440,+,482/CDS,b3506,slp,outer_membrane_lipoprotein,cds3442,+,566):+:196:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3506:slp:outer_membrane_lipoprotein:cds3442:+:566:NC_000913.3,WT0_WT150.WT150_dRpoS150,slp,b3506
"IGR:(CDS,b3506,slp,outer_membrane_lipoprotein,cds3442,+,566/CDS,b3507,dctR,Putative_LuxR_family_repressor_for_dicarboxylate_transport,cds3443,+,530):+:104:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b3506,slp,outer_membrane_lipoprotein,cds3442,+,566/CDS,b3507,dctR,Putative_LuxR_family_repressor_for_dicarboxylate_transport,cds3443,+,530):+:104:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3507:dctR:Putative_LuxR_family_repressor_for_dicarboxylate_transport:cds3443:+:530:NC_000913.3,WT0_WT150.WT150_dRpoS150,dctR,b3507
AS_CDS:b3507:dctR:Putative_LuxR_family_repressor_for_dicarboxylate_transport:cds3443:+:530:NC_000913.3,WT0_WT150.WT150_dRpoS150,dctR,b3507
CDS:b3508:yhiD:putative_Mg2+_transport_ATPase%2C_inner_membrane_protein:cds3444:-:647:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhiD,b3508
AS_CDS:b3508:yhiD:putative_Mg2+_transport_ATPase%2C_inner_membrane_protein:cds3444:-:647:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhiD,b3508
"IGR:(CDS,b3508,yhiD,putative_Mg2+_transport_ATPase%2C_inner_membrane_protein,cds3444,-,647/CDS,b3509,hdeB,acid-resistance_protein,cds3445,-,326):+:12:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b3508,yhiD,putative_Mg2+_transport_ATPase%2C_inner_membrane_protein,cds3444,-,647/CDS,b3509,hdeB,acid-resistance_protein,cds3445,-,326):+:12:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3509:hdeB:acid-resistance_protein:cds3445:-:326:NC_000913.3,WT0_WT150.WT150_dRpoS150,hdeB,b3509
AS_CDS:b3509:hdeB:acid-resistance_protein:cds3445:-:326:NC_000913.3,WT0_WT150.WT150_dRpoS150,hdeB,b3509
"IGR:(CDS,b3509,hdeB,acid-resistance_protein,cds3445,-,326/CDS,b3510,hdeA,stress_response_protein_acid-resistance_protein,cds3446,-,332):+:64:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b3509,hdeB,acid-resistance_protein,cds3445,-,326/CDS,b3510,hdeA,stress_response_protein_acid-resistance_protein,cds3446,-,332):+:64:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3510:hdeA:stress_response_protein_acid-resistance_protein:cds3446:-:332:NC_000913.3,WT0_WT150.WT150_dRpoS150,hdeA,b3510
AS_CDS:b3510:hdeA:stress_response_protein_acid-resistance_protein:cds3446:-:332:NC_000913.3,WT0_WT150.WT150_dRpoS150,hdeA,b3510
"IGR:(CDS,b3510,hdeA,stress_response_protein_acid-resistance_protein,cds3446,-,332/CDS,b3511,hdeD,acid-resistance_membrane_protein,cds3447,+,572):+:213:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b3510,hdeA,stress_response_protein_acid-resistance_protein,cds3446,-,332/CDS,b3511,hdeD,acid-resistance_membrane_protein,cds3447,+,572):+:213:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3511:hdeD:acid-resistance_membrane_protein:cds3447:+:572:NC_000913.3,WT0_WT150.WT150_dRpoS150,hdeD,b3511
AS_CDS:b3511:hdeD:acid-resistance_membrane_protein:cds3447:+:572:NC_000913.3,WT0_WT150.WT150_dRpoS150,hdeD,b3511
"IGR:(CDS,b3511,hdeD,acid-resistance_membrane_protein,cds3447,+,572/ncRNA,b4704,ID,arrS,antisense_sRNA_ArrS%2C_function_unknown,id442,-,68):+:387:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b3511,hdeD,acid-resistance_membrane_protein,cds3447,+,572/ncRNA,b4704,ID,arrS,antisense_sRNA_ArrS%2C_function_unknown,id442,-,68):+:387:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"ncRNA:b4704,ID:arrS:antisense_sRNA_ArrS%2C_function_unknown:id442:-:68:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_ncRNA:b4704,ID:arrS:antisense_sRNA_ArrS%2C_function_unknown:id442:-:68:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"IGR:(ncRNA,b4704,ID,arrS,antisense_sRNA_ArrS%2C_function_unknown,id442,-,68/CDS,b3512,gadE,gad_regulon_transcriptional_activator,cds3448,+,527):+:290:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(ncRNA,b4704,ID,arrS,antisense_sRNA_ArrS%2C_function_unknown,id442,-,68/CDS,b3512,gadE,gad_regulon_transcriptional_activator,cds3448,+,527):+:290:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3512:gadE:gad_regulon_transcriptional_activator:cds3448:+:527:NC_000913.3,WT0_WT150.WT150_dRpoS150,gadE,b3512
"IGR:(CDS,b3512,gadE,gad_regulon_transcriptional_activator,cds3448,+,527/CDS,b3513,mdtE,anaerobic_multidrug_efflux_transporter%2C_ArcA-regulated,cds3449,+,1157):+:287:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3513:mdtE:anaerobic_multidrug_efflux_transporter%2C_ArcA-regulated:cds3449:+:1157:NC_000913.3,WT0_WT150.WT150_dRpoS150,mdtE,b3513
CDS:b3514:mdtF:anaerobic_multidrug_efflux_transporter%2C_ArcA-regulated:cds3450:+:3113:NC_000913.3,WT0_WT150.WT150_dRpoS150,mdtF,b3514
AS_CDS:b3514:mdtF:anaerobic_multidrug_efflux_transporter%2C_ArcA-regulated:cds3450:+:3113:NC_000913.3,WT0_WT150.WT150_dRpoS150,mdtF,b3514
"IGR:(CDS,b3514,mdtF,anaerobic_multidrug_efflux_transporter%2C_ArcA-regulated,cds3450,+,3113/CDS,b3515,gadW,transcriptional_activator_of_gadA_and_gadBC%3B_repressor_of_gadX,cds3451,-,728):+:301:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b3514,mdtF,anaerobic_multidrug_efflux_transporter%2C_ArcA-regulated,cds3450,+,3113/CDS,b3515,gadW,transcriptional_activator_of_gadA_and_gadBC%3B_repressor_of_gadX,cds3451,-,728):+:301:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3515:gadW:transcriptional_activator_of_gadA_and_gadBC%3B_repressor_of_gadX:cds3451:-:728:NC_000913.3,WT0_WT150.WT150_dRpoS150,gadW,b3515
"IGR:(CDS,b3515,gadW,transcriptional_activator_of_gadA_and_gadBC%3B_repressor_of_gadX,cds3451,-,728/ncRNA,b4452,ID,gadY,sRNA_antisense_regulator_of_gadAB_transcriptional_activator_GadX_mRNA%2C_Hfq-dependent,id443,+,104):+:224:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b3515,gadW,transcriptional_activator_of_gadA_and_gadBC%3B_repressor_of_gadX,cds3451,-,728/ncRNA,b4452,ID,gadY,sRNA_antisense_regulator_of_gadAB_transcriptional_activator_GadX_mRNA%2C_Hfq-dependent,id443,+,104):+:224:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"ncRNA:b4452,ID:gadY:sRNA_antisense_regulator_of_gadAB_transcriptional_activator_GadX_mRNA%2C_Hfq-dependent:id443:+:104:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_ncRNA:b4452,ID:gadY:sRNA_antisense_regulator_of_gadAB_transcriptional_activator_GadX_mRNA%2C_Hfq-dependent:id443:+:104:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3516:gadX:acid_resistance_regulon_transcriptional_activator%3B_autoactivator:cds3452:-:824:NC_000913.3,WT0_WT150.WT150_dRpoS150,gadX,b3516
AS_CDS:b3516:gadX:acid_resistance_regulon_transcriptional_activator%3B_autoactivator:cds3452:-:824:NC_000913.3,WT0_WT150.WT150_dRpoS150,gadX,b3516
"IGR:(CDS,b3516,gadX,acid_resistance_regulon_transcriptional_activator%3B_autoactivator,cds3452,-,824/CDS,b3517,gadA,glutamate_decarboxylase_A%2C_PLP-dependent,cds3453,-,1400):+:318:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b3516,gadX,acid_resistance_regulon_transcriptional_activator%3B_autoactivator,cds3452,-,824/CDS,b3517,gadA,glutamate_decarboxylase_A%2C_PLP-dependent,cds3453,-,1400):+:318:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3517:gadA:glutamate_decarboxylase_A%2C_PLP-dependent:cds3453:-:1400:NC_000913.3,WT0_WT150.WT150_dRpoS150,gadA,b3517
AS_CDS:b3517:gadA:glutamate_decarboxylase_A%2C_PLP-dependent:cds3453:-:1400:NC_000913.3,WT0_WT150.WT150_dRpoS150,gadA,b3517
"AS_IGR:(CDS,b3517,gadA,glutamate_decarboxylase_A%2C_PLP-dependent,cds3453,-,1400/CDS,b3518,yhjA,putative_cytochrome_C_peroxidase,cds3454,-,1397):+:159:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3519:treF:cytoplasmic_trehalase:cds3455:+:1649:NC_000913.3,WT0_WT150.WT150_dRpoS150,treF,b3519
