Geneid,comparison,genename,bnum,group
CDS:b3741:mnmG:5-methylaminomethyl-2-thiouridine_modification_at_tRNA_U34:cds3689:-:1889:NC_000913.3,dRpoS0_dRpoS60,mnmG,b3741,NA
CDS:b3742:mioC:FMN-binding_protein_MioC:cds3690:-:443:NC_000913.3,dRpoS0_dRpoS60,mioC,b3742,NA
"AS_IGR:(CDS,b3742,mioC,FMN-binding_protein_MioC,cds3690,-,443/CDS,b3743,asnC,transcriptional_activator_of_asnA%3B_autorepressor,cds3691,-,458):+:38:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b3745:viaA:stimulator_of_RavA_ATPase_activity%3B_von_Willebrand_factor_domain_protein:cds3693:-:1451:NC_000913.3,dRpoS0_dRpoS60,viaA,b3745,NA
CDS:b3746:ravA:hexameric_AAA+_MoxR_family_ATPase%2C_putative_molecular_chaperone:cds3694:-:1496:NC_000913.3,dRpoS0_dRpoS60,ravA,b3746,NA
CDS:b3751:rbsB:D-ribose_ABC_transporter_periplasmic_binding_protein%3B_ribose_chemotaxis_receptor:cds3699:+:890:NC_000913.3,dRpoS0_dRpoS60,rbsB,b3751,NA
"IGR:(CDS,b3751,rbsB,D-ribose_ABC_transporter_periplasmic_binding_protein%3B_ribose_chemotaxis_receptor,cds3699,+,890/CDS,b3752,rbsK,ribokinase,cds3700,+,929):+:74:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b3752:rbsK:ribokinase:cds3700:+:929:NC_000913.3,dRpoS0_dRpoS60,rbsK,b3752,NA
CDS:b3754:hsrA:putative_multidrug_or_homocysteine_efflux_system:cds3702:-:1427:NC_000913.3,dRpoS0_dRpoS60,hsrA,b3754,NA
CDS:b3755:yieP:putative_transcriptional_regulator:cds3703:-:692:NC_000913.3,dRpoS0_dRpoS60,yieP,b3755,NA
"AS_IGR:(CDS,b3755,yieP,putative_transcriptional_regulator,cds3703,-,692/rRNA,b3756,ID,rrsC,16S_ribosomal_RNA_of_rrnC_operon,id473,+,1541):+:459:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
"IGR:(rRNA,b3759,ID,rrfC,5S_ribosomal_RNA_of_rrnC_operon,id476,+,119/tRNA,b3760,ID,aspT,tRNA-Asp,id477,+,76):+:51:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
"IGR:(tRNA,b3761,ID,trpT,tRNA-Trp,id478,+,75/CDS,b4480,hdfR,flhDC_operon_transcriptional_repressor,cds3704,-,839):+:64:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
AS_CDS:b4480:hdfR:flhDC_operon_transcriptional_repressor:cds3704:-:839:NC_000913.3,dRpoS0_dRpoS60,hdfR,b4480,NA
CDS:-:ilvG:-:cds3709:+:983:NC_000913.3,dRpoS0_dRpoS60,ilvG,NA,NA
gene:b4488:ilvG:-:gene3850:+:1644:NC_000913.3,dRpoS0_dRpoS60,NA,NA,NA
CDS:-:ilvG:-:cds3709:+:662:NC_000913.3,dRpoS0_dRpoS60,ilvG,NA,NA
CDS:b3769:ilvM:acetolactate_synthase_2_small_subunit:cds3710:+:263:NC_000913.3,dRpoS0_dRpoS60,ilvM,b3769,NA
CDS:b3772:ilvA:l-threonine_dehydratase%2C_biosynthetic%3B_also_known_as_threonine_deaminase:cds3713:+:1544:NC_000913.3,dRpoS0_dRpoS60,ilvA,b3772,NA
"IGR:(CDS,b3774,ilvC,ketol-acid_reductoisomerase%2C_NADP-binding,cds3715,+,1475/CDS,b3775,ppiC,peptidyl-prolyl_cis-trans_isomerase_C_rotamase_C,cds3716,-,281):+:25:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
AS_CDS:b3775:ppiC:peptidyl-prolyl_cis-trans_isomerase_C_rotamase_C:cds3716:-:281:NC_000913.3,dRpoS0_dRpoS60,ppiC,b3775,NA
"IGR:(CDS,b3781,trxA,thioredoxin_1,cds3721,+,329/CDS,b3783,rho,transcription_termination_factor,cds3722,+,1259):+:275:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b3783:rho:transcription_termination_factor:cds3722:+:1259:NC_000913.3,dRpoS0_dRpoS60,rho,b3783,NA
"IGR:(CDS,b3783,rho,transcription_termination_factor,cds3722,+,1259/CDS,b3784,wecA,UDP-GlcNAc,undecaprenylphosphate_GlcNAc-1-phosphate_transferase,cds3723,+,1103):+:188:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b3786:wecB:UDP-N-acetyl_glucosamine-2-epimerase:cds3725:+:1130:NC_000913.3,dRpoS0_dRpoS60,wecB,b3786,NA
"IGR:(CDS,b3794,wecG,UDP-N-acetyl-D-mannosaminuronic_acid_transferase,cds3734,+,740/CDS,b3795,yifK,putative_APC_family_amino_acid_transporter,cds3735,+,1385):+:139:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b3795:yifK:putative_APC_family_amino_acid_transporter:cds3735:+:1385:NC_000913.3,dRpoS0_dRpoS60,yifK,b3795,NA
CDS:b3800:aslB:putative_AslA-specific_sulfatase-maturating_enzyme:cds3736:+:1235:NC_000913.3,dRpoS0_dRpoS60,aslB,b3800,NA
AS_CDS:b3817:yigF:DUF2628_family_putative_inner_membrane_protein:cds3752:-:380:NC_000913.3,dRpoS0_dRpoS60,yigF,b3817,NA
CDS:b3819:rarD:putative_chloramphenical_resistance_permease:cds3754:-:890:NC_000913.3,dRpoS0_dRpoS60,rarD,b3819,NA
CDS:b3831:udp:uridine_phosphorylase:cds3766:+:761:NC_000913.3,dRpoS0_dRpoS60,udp,b3831,NA
"IGR:(CDS,b3835,ubiB,regulator_of_octaprenylphenol_hydroxylation%2C_ubiquinone_synthesis%3B_regulator_of_2'-N-acetyltransferase%3B_putative_ABC1_family_protein_kinase,cds3770,+,1640/CDS,b3836,tatA,TatABCE_protein_translocation_system_subunit,cds3771,+,269):+:27:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b3836:tatA:TatABCE_protein_translocation_system_subunit:cds3771:+:269:NC_000913.3,dRpoS0_dRpoS60,tatA,b3836,NA
AS_CDS:b4483:tatD:quality_control_of_Tat-exported_FeS_proteins%3B_Mg-dependent_cytoplasmic_DNase:cds3774:+:782:NC_000913.3,dRpoS0_dRpoS60,tatD,b4483,NA
CDS:b3842:rfaH:transcription_antitermination_protein:cds3775:-:488:NC_000913.3,dRpoS0_dRpoS60,rfaH,b3842,NA
CDS:b3844:fre:NADPH-flavin_reductase:cds3777:+:701:NC_000913.3,dRpoS0_dRpoS60,fre,b3844,NA
CDS:b3849:trkH:potassium_transporter:cds3782:+:1451:NC_000913.3,dRpoS0_dRpoS60,trkH,b3849,NA
AS_CDS:b3850:hemG:protoporphyrin_oxidase%2C_flavoprotein:cds3783:+:545:NC_000913.3,dRpoS0_dRpoS60,hemG,b3850,NA
"IGR:(CDS,b3850,hemG,protoporphyrin_oxidase%2C_flavoprotein,cds3783,+,545/rRNA,b3851,ID,rrsA,16S_ribosomal_RNA_of_rrnA_operon,id492,+,1541):+:346:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
"AS_IGR:(CDS,b3850,hemG,protoporphyrin_oxidase%2C_flavoprotein,cds3783,+,545/rRNA,b3851,ID,rrsA,16S_ribosomal_RNA_of_rrnA_operon,id492,+,1541):+:346:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
AS_CDS:b3856:mobB:molybdopterin-guanine_dinucleotide_biosynthesis_protein_B:cds3784:-:527:NC_000913.3,dRpoS0_dRpoS60,mobB,b3856,NA
CDS:b3861:yihF:DUF945_family_protein:cds3789:+:1430:NC_000913.3,dRpoS0_dRpoS60,yihF,b3861,NA
AS_CDS:b3861:yihF:DUF945_family_protein:cds3789:+:1430:NC_000913.3,dRpoS0_dRpoS60,yihF,b3861,NA
CDS:b3862:yihG:inner_membrane_protein%2C_inner_membrane_acyltransferase:cds3790:-:932:NC_000913.3,dRpoS0_dRpoS60,yihG,b3862,NA
AS_CDS:b3862:yihG:inner_membrane_protein%2C_inner_membrane_acyltransferase:cds3790:-:932:NC_000913.3,dRpoS0_dRpoS60,yihG,b3862,NA
"IGR:(CDS,b3863,polA,5'_to_3'_DNA_polymerase_and_3'_to_5'/5'_to_3'_exonuclease,cds3791,+,2786/ncRNA,b3864,ID,spf,Spot_42_sRNA_antisense_regulator_of_galK_translation%2C_Hfq-dependent,id498,+,108):+:115:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
"AS_IGR:(CDS,b3863,polA,5'_to_3'_DNA_polymerase_and_3'_to_5'/5'_to_3'_exonuclease,cds3791,+,2786/ncRNA,b3864,ID,spf,Spot_42_sRNA_antisense_regulator_of_galK_translation%2C_Hfq-dependent,id498,+,108):+:115:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
"AS_ncRNA:b3864,ID:spf:Spot_42_sRNA_antisense_regulator_of_galK_translation%2C_Hfq-dependent:id498:+:108:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
AS_CDS:b3865:yihA:cell_division_GTP-binding_protein:cds3792:-:632:NC_000913.3,dRpoS0_dRpoS60,yihA,b3865,NA
"IGR:(CDS,b3870,glnA,glutamine_synthetase,cds3798,-,1409/CDS,b3871,typA,GTP-binding_protein,cds3799,+,1823):+:331:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b3872:yihL:putative_DNA-binding_transcriptional_regulator:cds3800:+:710:NC_000913.3,dRpoS0_dRpoS60,yihL,b3872,NA
CDS:b3876:yihO:putative_sulphoquinovose_importer:cds3804:-:1403:NC_000913.3,dRpoS0_dRpoS60,yihO,b3876,NA
CDS:b3896:yiiG:DUF3829_family_lipoprotein:cds3824:+:1055:NC_000913.3,dRpoS0_dRpoS60,yiiG,b3896,NA
AS_CDS:b3897:frvR:putative_frv_operon_regulator%3B_contains_a_PTS_EIIA_domain:cds3825:-:1748:NC_000913.3,dRpoS0_dRpoS60,frvR,b3897,NA
CDS:b3906:rhaR:transcriptional_activator_of_rhaSR:cds3834:+:848:NC_000913.3,dRpoS0_dRpoS60,rhaR,b3906,NA
"IGR:(CDS,b4484,cpxP,inhibitor_of_the_cpx_response%3B_periplasmic_adaptor_protein,cds3841,+,500/CDS,b3915,fieF,ferrous_iron_and_zinc_transporter,cds3842,+,902):+:97:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b3922:yiiS:UPF0381_family_protein:cds3849:+:299:NC_000913.3,dRpoS0_dRpoS60,yiiS,b3922,NA
CDS:b3923:uspD:stress-induced_protein:cds3850:+:428:NC_000913.3,dRpoS0_dRpoS60,uspD,b3923,NA
AS_CDS:b3924:fpr:ferredoxin-NADP_reductase%3B_flavodoxin_reductase:cds3851:-:746:NC_000913.3,dRpoS0_dRpoS60,fpr,b3924,NA
"AS_IGR:(CDS,b3925,glpX,fructose_1%2C6-bisphosphatase_II,cds3852,-,1010/CDS,b3926,glpK,glycerol_kinase,cds3853,-,1508):+:83:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b3926:glpK:glycerol_kinase:cds3853:-:1508:NC_000913.3,dRpoS0_dRpoS60,glpK,b3926,NA
AS_CDS:b3928:zapB:FtsZ_stabilizer%2C_septal_ring_assembly_factor%2C_cell_division_stimulator:cds3855:+:245:NC_000913.3,dRpoS0_dRpoS60,zapB,b3928,NA
"AS_IGR:(CDS,b3928,zapB,FtsZ_stabilizer%2C_septal_ring_assembly_factor%2C_cell_division_stimulator,cds3855,+,245/CDS,b3929,rraA,ribonuclease_E_RNase_E_inhibitor_protein,cds3856,-,485):+:23:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b3929:rraA:ribonuclease_E_RNase_E_inhibitor_protein:cds3856:-:485:NC_000913.3,dRpoS0_dRpoS60,rraA,b3929,NA
CDS:b3930:menA:1%2C4-dihydroxy-2-naphthoate_octaprenyltransferase:cds3857:-:926:NC_000913.3,dRpoS0_dRpoS60,menA,b3930,NA
"AS_IGR:(CDS,b3935,priA,Primosome_factor_n'_replication_factor_Y,cds3862,-,2198/CDS,b3936,rpmE,50S_ribosomal_subunit_protein_L31,cds3863,+,212):+:161:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b3942:katG:catalase-peroxidase_HPI%2C_heme_b-containing:cds3869:+:2180:NC_000913.3,dRpoS0_dRpoS60,katG,b3942,NA
"AS_IGR:(CDS,b3944,yijF,DUF1287_family_protein,cds3871,-,617/CDS,b3945,gldA,glycerol_dehydrogenase%2C_NAD+_dependent%3B_1%2C2-propanediol,NAD+_oxidoreductase,cds3872,-,1103):+:223:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b3945:gldA:glycerol_dehydrogenase%2C_NAD+_dependent%3B_1%2C2-propanediol:NAD+_oxidoreductase:cds3872:-:1103:NC_000913.3,dRpoS0_dRpoS60,gldA,b3945,NA
CDS:b3946:fsaB:fructose-6-phosphate_aldolase_2:cds3873:-:662:NC_000913.3,dRpoS0_dRpoS60,fsaB,b3946,NA
CDS:b3947:frwA:putative_PTS_enzyme:_Hpr%2C_enzyme_I_and_II_components:cds3874:-:2501:NC_000913.3,dRpoS0_dRpoS60,frwA,b3947,NA
CDS:b3961:oxyR:oxidative_and_nitrosative_stress_transcriptional_regulator:cds3887:+:917:NC_000913.3,dRpoS0_dRpoS60,oxyR,b3961,NA
AS_CDS:b3961:oxyR:oxidative_and_nitrosative_stress_transcriptional_regulator:cds3887:+:917:NC_000913.3,dRpoS0_dRpoS60,oxyR,b3961,NA
CDS:b3962:sthA:pyridine_nucleotide_transhydrogenase%2C_soluble:cds3888:-:1400:NC_000913.3,dRpoS0_dRpoS60,sthA,b3962,NA
AS_CDS:b3962:sthA:pyridine_nucleotide_transhydrogenase%2C_soluble:cds3888:-:1400:NC_000913.3,dRpoS0_dRpoS60,sthA,b3962,NA
CDS:b3964:yijD:DUF1422_family_inner_membrane_protein:cds3890:+:359:NC_000913.3,dRpoS0_dRpoS60,yijD,b3964,NA
"IGR:(CDS,b3967,murI,glutamate_racemase,cds3893,+,857/rRNA,b3968,ID,rrsB,16S_ribosomal_RNA_of_rrnB_operon,id519,+,1541):+:342:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
"IGR:(rRNA,b3968,ID,rrsB,16S_ribosomal_RNA_of_rrnB_operon,id519,+,1541/tRNA,b3969,ID,gltT,tRNA-Glu,id520,+,75):+:170:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
"tRNA:b3969,ID:gltT:tRNA-Glu:id520:+:75:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
"IGR:(tRNA,b3969,ID,gltT,tRNA-Glu,id520,+,75/rRNA,b3970,ID,rrlB,23S_ribosomal_RNA_of_rrnB_operon,id521,+,2903):+:192:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
AS_CDS:b3973:birA:bifunctional_biotin-[acetylCoA_carboxylase]_holoenzyme_synthetase/_DNA-binding_transcriptional_repressor%2C_bio-5'-AMP-binding:cds3895:+:965:NC_000913.3,dRpoS0_dRpoS60,NA,NA,NA
"tRNA:b3979,ID:thrT:tRNA-Thr:id526:+:75:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
"IGR:(tRNA,b3979,ID,thrT,tRNA-Thr,id526,+,75/CDS,b3980,tufB,translation_elongation_factor_EF-Tu_2,cds3897,+,1184):+:93:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b3981:secE:preprotein_translocase_membrane_subunit:cds3898:+:383:NC_000913.3,dRpoS0_dRpoS60,secE,b3981,NA
CDS:b3982:nusG:transcription_termination_factor:cds3899:+:545:NC_000913.3,dRpoS0_dRpoS60,nusG,b3982,NA
AS_CDS:b3983:rplK:50S_ribosomal_subunit_protein_L11:cds3900:+:428:NC_000913.3,dRpoS0_dRpoS60,rplK,b3983,NA
"IGR:(CDS,b3986,rplL,50S_ribosomal_subunit_protein_L7/L12,cds3903,+,365/CDS,b3987,rpoB,RNA_polymerase%2C_beta_subunit,cds3904,+,4028):+:268:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4003:zraS:sensory_histidine_kinase_in_two-component_regulatory_system_with_ZraR:cds3921:+:1397:NC_000913.3,dRpoS0_dRpoS60,zraS,b4003,NA
CDS:b4004:zraR:fused_DNA-binding_response_regulator_in_two-component_regulatory_system_with_ZraS:_response_regulator/sigma54_interaction_protein:cds3922:+:1325:NC_000913.3,dRpoS0_dRpoS60,zraR,b4004,NA
"IGR:(tRNA,b4008,ID,gltV,tRNA-Glu,id529,+,75/rRNA,b4009,ID,rrlE,23S_ribosomal_RNA_of_rrnE_operon,id530,+,2903):+:192:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4011:yjaA:stress-induced_protein:cds3925:+:383:NC_000913.3,dRpoS0_dRpoS60,yjaA,b4011,NA
AS_CDS:b4012:yjaB:GNAT-family_putative_N-acetyltransferase%3B_acetyl_coenzyme_A-binding_protein:cds3926:-:443:NC_000913.3,dRpoS0_dRpoS60,yjaB,b4012,NA
CDS:b4014:aceB:malate_synthase_A:cds3928:+:1601:NC_000913.3,dRpoS0_dRpoS60,aceB,b4014,NA
CDS:b4015:aceA:isocitrate_lyase:cds3929:+:1304:NC_000913.3,dRpoS0_dRpoS60,aceA,b4015,NA
AS_CDS:b4015:aceA:isocitrate_lyase:cds3929:+:1304:NC_000913.3,dRpoS0_dRpoS60,aceA,b4015,NA
"IGR:(CDS,b4015,aceA,isocitrate_lyase,cds3929,+,1304/CDS,b4016,aceK,isocitrate_dehydrogenase_kinase/phosphatase,cds3930,+,1736):+:131:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
"AS_IGR:(CDS,b4015,aceA,isocitrate_lyase,cds3929,+,1304/CDS,b4016,aceK,isocitrate_dehydrogenase_kinase/phosphatase,cds3930,+,1736):+:131:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4016:aceK:isocitrate_dehydrogenase_kinase/phosphatase:cds3930:+:1736:NC_000913.3,dRpoS0_dRpoS60,aceK,b4016,NA
"AS_IGR:(CDS,b4020,yjbB,putative_Na+/Pi-cotransporter,cds3934,+,1631/CDS,b4021,pepE,peptidase_E%2C_alpha-aspartyl_dipeptidase,cds3935,-,689):+:29:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4021:pepE:peptidase_E%2C_alpha-aspartyl_dipeptidase:cds3935:-:689:NC_000913.3,dRpoS0_dRpoS60,pepE,b4021,NA
"AS_IGR:(CDS,b4021,pepE,peptidase_E%2C_alpha-aspartyl_dipeptidase,cds3935,-,689/CDS,b4022,rluF,23S_rRNA_pseudouridine2604_synthase,cds3936,+,872):+:170:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
"AS_IGR:(CDS,b4022,rluF,23S_rRNA_pseudouridine2604_synthase,cds3936,+,872/CDS,b4023,yjbD,DUF3811_family_protein,cds3937,-,272):+:71:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
"AS_IGR:(CDS,b4031,xylE,D-xylose_transporter,cds3946,-,1475/CDS,b4032,malG,maltose_transporter_subunit,cds3947,-,890):+:320:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4032:malG:maltose_transporter_subunit:cds3947:-:890:NC_000913.3,dRpoS0_dRpoS60,malG,b4032,NA
AS_CDS:b4032:malG:maltose_transporter_subunit:cds3947:-:890:NC_000913.3,dRpoS0_dRpoS60,malG,b4032,NA
"AS_IGR:(CDS,b4033,malF,maltose_transporter_subunit,cds3948,-,1544/CDS,b4034,malE,maltose_transporter_subunit,cds3949,-,1190):+:102:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4034:malE:maltose_transporter_subunit:cds3949:-:1190:NC_000913.3,dRpoS0_dRpoS60,malE,b4034,NA
"AS_IGR:(CDS,b4034,malE,maltose_transporter_subunit,cds3949,-,1190/CDS,b4035,malK,maltose_ABC_transportor_ATPase,cds3950,+,1115):+:323:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
"IGR:(CDS,b4035,malK,maltose_ABC_transportor_ATPase,cds3950,+,1115/CDS,b4036,lamB,maltose_outer_membrane_porin_maltoporin,cds3951,+,1340):+:20:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4036:lamB:maltose_outer_membrane_porin_maltoporin:cds3951:+:1340:NC_000913.3,dRpoS0_dRpoS60,lamB,b4036,NA
"IGR:(CDS,b4036,lamB,maltose_outer_membrane_porin_maltoporin,cds3951,+,1340/CDS,b4037,malM,maltose_regulon_periplasmic_protein,cds3952,+,920):+:191:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4037:malM:maltose_regulon_periplasmic_protein:cds3952:+:920:NC_000913.3,dRpoS0_dRpoS60,malM,b4037,NA
"IGR:(CDS,b4037,malM,maltose_regulon_periplasmic_protein,cds3952,+,920/CDS,-,yjbI,-,cds3953,+,182):+:177:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
"IGR:(CDS,b4048,yjbM,uncharacterized_protein,cds3963,+,707/CDS,b4049,dusA,tRNA-dihydrouridine_synthase_A,cds3964,+,1037):+:311:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4049:dusA:tRNA-dihydrouridine_synthase_A:cds3964:+:1037:NC_000913.3,dRpoS0_dRpoS60,dusA,b4049,NA
AS_CDS:b4051:qorA:quinone_oxidoreductase%2C_NADPH-dependent:cds3966:-:983:NC_000913.3,dRpoS0_dRpoS60,qorA,b4051,NA
"IGR:(CDS,b4055,aphA,acid_phosphatase/phosphotransferase%2C_class_B%2C_non-specific,cds3971,+,713/CDS,b4056,yjbQ,thiamine_phosphate_synthase,cds3972,+,416):+:59:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4057:yjbR:DUF419_family_protein:cds3973:+:356:NC_000913.3,dRpoS0_dRpoS60,yjbR,b4057,NA
"IGR:(CDS,b4058,uvrA,ATPase_and_DNA_damage_recognition_protein_of_nucleotide_excision_repair_excinuclease_UvrABC,cds3974,-,2822/CDS,b4059,ssb,single-stranded_DNA-binding_protein,cds3975,+,536):+:212:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4060:yjcB:putative_inner_membrane_protein:cds3976:-:281:NC_000913.3,dRpoS0_dRpoS60,yjcB,b4060,NA
"AS_IGR:(CDS,b4060,yjcB,putative_inner_membrane_protein,cds3976,-,281/CDS,b4061,yjcC,putative_membrane-anchored_cyclic-di-GMP_phosphodiesterase,cds3977,+,1586):+:388:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
"AS_IGR:(CDS,b4068,yjcH,DUF485_family_inner_membrane_protein,cds3984,-,314/CDS,b4069,acs,acetyl-CoA_synthetase,cds3985,-,1958):+:148:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
"IGR:(CDS,b4069,acs,acetyl-CoA_synthetase,cds3985,-,1958/CDS,b4070,nrfA,nitrite_reductase%2C_formate-dependent%2C_cytochrome,cds3986,+,1436):+:351:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4070:nrfA:nitrite_reductase%2C_formate-dependent%2C_cytochrome:cds3986:+:1436:NC_000913.3,dRpoS0_dRpoS60,nrfA,b4070,NA
CDS:b4071:nrfB:nitrite_reductase%2C_formate-dependent%2C_penta-heme_cytochrome_c:cds3987:+:566:NC_000913.3,dRpoS0_dRpoS60,nrfB,b4071,NA
CDS:b4077:gltP:glutamate/aspartate:proton_symporter:cds3993:+:1313:NC_000913.3,dRpoS0_dRpoS60,gltP,b4077,NA
"AS_IGR:(CDS,b4077,gltP,glutamate/aspartate,proton_symporter,cds3993,+,1313/CDS,b4078,yjcO,Sel1_family_TPR-like_repeat_protein,cds3994,-,689):+:580:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4078:yjcO:Sel1_family_TPR-like_repeat_protein:cds3994:-:689:NC_000913.3,dRpoS0_dRpoS60,yjcO,b4078,NA
"IGR:(CDS,b4110,yjcZ,YjcZ_family_protein%3B_yhjH_motility_defect_suppressor,cds4026,+,878/CDS,b4111,proP,proline/glycine_betaine_transporter,cds4027,+,1502):+:212:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4111:proP:proline/glycine_betaine_transporter:cds4027:+:1502:NC_000913.3,dRpoS0_dRpoS60,proP,b4111,NA
"IGR:(CDS,b4111,proP,proline/glycine_betaine_transporter,cds4027,+,1502/CDS,b4703,pmrR,putative_membrane-bound_BasS_regulator,cds4028,+,89):+:60:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4703:pmrR:putative_membrane-bound_BasS_regulator:cds4028:+:89:NC_000913.3,dRpoS0_dRpoS60,pmrR,b4703,NA
AS_CDS:b4112:basS:sensory_histidine_kinase_in_two-component_regulatory_system_with_BasR:cds4029:-:1091:NC_000913.3,dRpoS0_dRpoS60,basS,b4112,NA
CDS:b4113:basR:response_regulator_in_two-component_regulatory_system_with_BasS:cds4030:-:668:NC_000913.3,dRpoS0_dRpoS60,basR,b4113,NA
CDS:b4116:adiY:adi_system_transcriptional_activator:cds4033:-:761:NC_000913.3,dRpoS0_dRpoS60,adiY,b4116,NA
AS_CDS:b4117:adiA:arginine_decarboxylase:cds4034:-:2267:NC_000913.3,dRpoS0_dRpoS60,adiA,b4117,NA
"AS_IGR:(CDS,b4117,adiA,arginine_decarboxylase,cds4034,-,2267/CDS,b4118,melR,melibiose_operon_transcriptional_regulator%3B_autoregulator,cds4035,-,908):+:147:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4123:dcuB:C4-dicarboxylate_transporter%2C_anaerobic%3B_DcuS_co-sensor:cds4040:-:1340:NC_000913.3,dRpoS0_dRpoS60,dcuB,b4123,NA
CDS:b4124:dcuR:response_regulator_in_two-component_regulatory_system_with_DcuS:cds4041:-:719:NC_000913.3,dRpoS0_dRpoS60,dcuR,b4124,NA
CDS:b4128:ghoS:antitoxin_of_GhoTS_toxin-antitoxin_pair%3B_endonuclease_for_ghoT_mRNA:cds4045:+:296:NC_000913.3,dRpoS0_dRpoS60,ghoS,b4128,NA
CDS:b4559:ghoT:toxin_of_GhoTS_toxin-antitoxin_pair%3B_membrane-lytic_protein%3B_stimulator_of_persister_cell_formation:cds4046:+:173:NC_000913.3,dRpoS0_dRpoS60,ghoT,b4559,NA
"IGR:(CDS,b4559,ghoT,toxin_of_GhoTS_toxin-antitoxin_pair%3B_membrane-lytic_protein%3B_stimulator_of_persister_cell_formation,cds4046,+,173/CDS,b4129,lysU,lysine_tRNA_synthetase%2C_inducible,cds4047,-,1517):+:57:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
"AS_IGR:(CDS,b4559,ghoT,toxin_of_GhoTS_toxin-antitoxin_pair%3B_membrane-lytic_protein%3B_stimulator_of_persister_cell_formation,cds4046,+,173/CDS,b4129,lysU,lysine_tRNA_synthetase%2C_inducible,cds4047,-,1517):+:57:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4129:lysU:lysine_tRNA_synthetase%2C_inducible:cds4047:-:1517:NC_000913.3,dRpoS0_dRpoS60,lysU,b4129,NA
AS_CDS:b4129:lysU:lysine_tRNA_synthetase%2C_inducible:cds4047:-:1517:NC_000913.3,dRpoS0_dRpoS60,lysU,b4129,NA
"AS_IGR:(CDS,b4129,lysU,lysine_tRNA_synthetase%2C_inducible,cds4047,-,1517/CDS,b4130,dtpC,dipeptide_and_tripeptide_permease,cds4048,-,1457):+:185:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4133:cadC:cadBA_operon_transcriptional_activator:cds4051:-:1538:NC_000913.3,dRpoS0_dRpoS60,cadC,b4133,NA
