Geneid,comparison,genename,bnum
AS_CDS:b1599:mdtI:multidrug_efflux_system_transporter:cds1587:-:329:NC_000913.3,WT150_dRpoS150,mdtI,b1599
CDS:b1614:ydgA:DUF945_family_protein:cds1602:+:1508:NC_000913.3,WT150_dRpoS150,ydgA,b1614
"IGR:(CDS,b1614,ydgA,DUF945_family_protein,cds1602,+,1508/CDS,b1615,uidC,putative_outer_membrane_porin_for_beta-glucuronides_porin_protein,cds1603,-,1265):+:164:NC_000913.3",WT150_dRpoS150,NA,NA
AS_CDS:b1615:uidC:putative_outer_membrane_porin_for_beta-glucuronides_porin_protein:cds1603:-:1265:NC_000913.3,WT150_dRpoS150,uidC,b1615
"IGR:(CDS,b1618,uidR,transcriptional_repressor,cds1606,-,590/CDS,b1619,hdhA,7-alpha-hydroxysteroid_dehydrogenase%2C_NAD-dependent,cds1607,-,767):+:169:NC_000913.3",WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b1618,uidR,transcriptional_repressor,cds1606,-,590/CDS,b1619,hdhA,7-alpha-hydroxysteroid_dehydrogenase%2C_NAD-dependent,cds1607,-,767):+:169:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1619:hdhA:7-alpha-hydroxysteroid_dehydrogenase%2C_NAD-dependent:cds1607:-:767:NC_000913.3,WT150_dRpoS150,hdhA,b1619
AS_CDS:b1619:hdhA:7-alpha-hydroxysteroid_dehydrogenase%2C_NAD-dependent:cds1607:-:767:NC_000913.3,WT150_dRpoS150,hdhA,b1619
"AS_IGR:(CDS,b1619,hdhA,7-alpha-hydroxysteroid_dehydrogenase%2C_NAD-dependent,cds1607,-,767/CDS,b1620,malI,transcriptional_repressor_of_Mal_regulon,cds1608,-,1028):+:60:NC_000913.3",WT150_dRpoS150,NA,NA
AS_CDS:b1643:ydhI:DUF1656_family_putative_inner_membrane_efflux_pump_associated_protein:cds1632:+:236:NC_000913.3,WT150_dRpoS150,ydhI,b1643
AS_CDS:b1645:ydhK:putative_efflux_protein_PET_component_of_YdhJK_efflux_pump:cds1634:+:2012:NC_000913.3,WT150_dRpoS150,ydhK,b1645
CDS:b1646:sodC:superoxide_dismutase%2C_Cu%2C_Zn%2C_periplasmic:cds1635:-:521:NC_000913.3,WT150_dRpoS150,sodC,b1646
"AS_IGR:(CDS,b1646,sodC,superoxide_dismutase%2C_Cu%2C_Zn%2C_periplasmic,cds1635,-,521/CDS,b1647,ydhF,putative_oxidoreductase,cds1636,-,896):+:29:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1648:ydhL:DUF1289_family_protein:cds1637:-:239:NC_000913.3,WT150_dRpoS150,ydhL,b1648
"AS_IGR:(CDS,b1648,ydhL,DUF1289_family_protein,cds1637,-,239/CDS,b1649,nemR,transcriptional_repressor_for_the_nemRA-gloA_operon%2C_quinone-%2C_glyoxal-%2C_and_HOCl-activated,cds1638,+,599):+:61:NC_000913.3",WT150_dRpoS150,NA,NA
"IGR:(CDS,b1655,mepH,murein_DD-endopeptidase%2C_space-maker_hydrolase,cds1644,+,815/CDS,b1656,sodB,superoxide_dismutase%2C_Fe,cds1645,+,581):+:76:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1656:sodB:superoxide_dismutase%2C_Fe:cds1645:+:581:NC_000913.3,WT150_dRpoS150,sodB,b1656
"IGR:(CDS,b1656,sodB,superoxide_dismutase%2C_Fe,cds1645,+,581/CDS,b1657,ydhP,putative_MFS_transporter%2C_inner_membrane_protein,cds1646,-,1169):+:100:NC_000913.3",WT150_dRpoS150,NA,NA
AS_CDS:b1657:ydhP:putative_MFS_transporter%2C_inner_membrane_protein:cds1646:-:1169:NC_000913.3,WT150_dRpoS150,ydhP,b1657
CDS:b1661:cfa:cyclopropane_fatty_acyl_phospholipid_synthase%2C_SAM-dependent:cds1651:+:1148:NC_000913.3,WT150_dRpoS150,cfa,b1661
AS_CDS:b1662:ribC:riboflavin_synthase%2C_alpha_subunit:cds1652:-:641:NC_000913.3,WT150_dRpoS150,ribC,b1662
AS_CDS:b1663:mdtK:multidrug_efflux_system_transporter:cds1653:+:1373:NC_000913.3,WT150_dRpoS150,mdtK,b1663
CDS:b1664:ydhQ:autotransporter_adhesin-related_protein:cds1654:-:1256:NC_000913.3,WT150_dRpoS150,ydhQ,b1664
CDS:b1668:ydhS:putative_oxidoreductase:cds1656:+:1604:NC_000913.3,WT150_dRpoS150,ydhS,b1668
AS_CDS:b1669:ydhT:FNR%2C_Nar%2C_NarP-regulated_protein%3B_putative_subunit_of_YdhYVWXUT_oxidoreductase_complex:cds1657:-:812:NC_000913.3,WT150_dRpoS150,ydhT,b1669
CDS:b1675:ydhZ:uncharacterized_protein:cds1663:-:209:NC_000913.3,WT150_dRpoS150,ydhZ,b1675
"IGR:(CDS,b1675,ydhZ,uncharacterized_protein,cds1663,-,209/CDS,b1676,pykF,pyruvate_kinase_I,cds1664,+,1412):+:515:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1676:pykF:pyruvate_kinase_I:cds1664:+:1412:NC_000913.3,WT150_dRpoS150,pykF,b1676
CDS:b1678:ldtE:murein_L%2CD-transpeptidase:cds1666:-:1004:NC_000913.3,WT150_dRpoS150,ldtE,b1678
"AS_IGR:(CDS,b1678,ldtE,murein_L%2CD-transpeptidase,cds1666,-,1004/CDS,b1679,sufE,sulfur_acceptor_protein,cds1667,-,416):+:97:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1679:sufE:sulfur_acceptor_protein:cds1667:-:416:NC_000913.3,WT150_dRpoS150,sufE,b1679
CDS:b1680:sufS:cysteine_desulfurase%2C_stimulated_by_SufE%3B_selenocysteine_lyase%2C_PLP-dependent:cds1668:-:1220:NC_000913.3,WT150_dRpoS150,sufS,b1680
CDS:b1681:sufD:component_of_SufBCD_Fe-S_cluster_assembly_scaffold:cds1669:-:1271:NC_000913.3,WT150_dRpoS150,sufD,b1681
CDS:b1682:sufC:SufBCD_Fe-S_cluster_assembly_scaffold_protein%2C_ATP-binding_protein:cds1670:-:746:NC_000913.3,WT150_dRpoS150,sufC,b1682
CDS:b1683:sufB:component_of_SufBCD_Fe-S_cluster_assembly_scaffold:cds1671:-:1487:NC_000913.3,WT150_dRpoS150,sufB,b1683
CDS:b1684:sufA:Fe-S_cluster_assembly_protein:cds1672:-:368:NC_000913.3,WT150_dRpoS150,sufA,b1684
CDS:b1688:ydiK:UPF0118_family_inner_membrane_protein:cds1676:+:1112:NC_000913.3,WT150_dRpoS150,ydiK,b1688
"IGR:(CDS,b1688,ydiK,UPF0118_family_inner_membrane_protein,cds1676,+,1112/ncRNA,b4431,ID,rprA,sRNA_antisense_activator_for_RpoS_translation%2C_Hfq-dependent,id215,+,105):+:154:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1706:ydiU:UPF0061_family_protein:cds1694:-:1436:NC_000913.3,WT150_dRpoS150,ydiU,b1706
CDS:b1709:btuD:vitamin_B12_ABC_transporter_ATPase:cds1697:-:749:NC_000913.3,WT150_dRpoS150,btuD,b1709
CDS:b1710:btuE:glutathione_peroxidase:cds1698:-:551:NC_000913.3,WT150_dRpoS150,btuE,b1710
CDS:b1712:ihfA:integration_host_factor_IHF%2C_DNA-binding_protein%2C_alpha_subunit:cds1700:-:299:NC_000913.3,WT150_dRpoS150,ihfA,b1712
"AS_IGR:(CDS,b1719,thrS,threonyl-tRNA_synthetase,cds1707,-,1928/CDS,-,arpB,-,cds1708,+,425):+:482:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1723:pfkB:6-phosphofructokinase_II:cds1711:+:929:NC_000913.3,WT150_dRpoS150,pfkB,b1723
"IGR:(CDS,b1723,pfkB,6-phosphofructokinase_II,cds1711,+,929/CDS,b1724,ydiZ,uncharacterized_protein,cds1712,+,290):+:49:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1724:ydiZ:uncharacterized_protein:cds1712:+:290:NC_000913.3,WT150_dRpoS150,ydiZ,b1724
"IGR:(CDS,b1724,ydiZ,uncharacterized_protein,cds1712,+,290/CDS,b1725,yniA,fructosamine_kinase_family_protein,cds1713,+,860):+:54:NC_000913.3",WT150_dRpoS150,NA,NA
AS_CDS:b1725:yniA:fructosamine_kinase_family_protein:cds1713:+:860:NC_000913.3,WT150_dRpoS150,yniA,b1725
CDS:b1726:yniB:putative_inner_membrane_protein:cds1714:-:536:NC_000913.3,WT150_dRpoS150,yniB,b1726
"IGR:(CDS,b1731,cedA,cell_division_modulator,cds1719,-,242/CDS,b1732,katE,catalase_HPII%2C_heme_d-containing,cds1720,+,2261):+:162:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1732:katE:catalase_HPII%2C_heme_d-containing:cds1720:+:2261:NC_000913.3,WT150_dRpoS150,katE,b1732
"IGR:(CDS,b1732,katE,catalase_HPII%2C_heme_d-containing,cds1720,+,2261/CDS,b1733,chbG,chito-oligosaccharide_deacetylase,cds1721,-,749):+:196:NC_000913.3",WT150_dRpoS150,NA,NA
AS_CDS:b1733:chbG:chito-oligosaccharide_deacetylase:cds1721:-:749:NC_000913.3,WT150_dRpoS150,chbG,b1733
"AS_IGR:(CDS,b1738,chbB,N%2CN'-diacetylchitobiose-specific_enzyme_IIB_component_of_PTS,cds1726,-,320/CDS,b1739,osmE,osmotically-inducible_lipoprotein,cds1727,-,338):+:247:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1739:osmE:osmotically-inducible_lipoprotein:cds1727:-:338:NC_000913.3,WT150_dRpoS150,osmE,b1739
AS_CDS:b1739:osmE:osmotically-inducible_lipoprotein:cds1727:-:338:NC_000913.3,WT150_dRpoS150,osmE,b1739
"AS_IGR:(CDS,b1739,osmE,osmotically-inducible_lipoprotein,cds1727,-,338/CDS,b1740,nadE,NAD_synthetase%2C_NH3/glutamine-dependent,cds1728,+,827):+:160:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1764:selD:selenophosphate_synthase:cds1752:-:1043:NC_000913.3,WT150_dRpoS150,selD,b1764
CDS:b1778:msrB:methionine_sulfoxide_reductase_B:cds1766:-:413:NC_000913.3,WT150_dRpoS150,msrB,b1778
"IGR:(CDS,b1782,mipA,scaffolding_protein_for_murein_synthesizing_machinery,cds1770,-,746/CDS,b1783,yeaG,protein_kinase%2C_endogenous_substrate_unidentified%3B_autokinase,cds1771,+,1934):+:394:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1783:yeaG:protein_kinase%2C_endogenous_substrate_unidentified%3B_autokinase:cds1771:+:1934:NC_000913.3,WT150_dRpoS150,yeaG,b1783
"IGR:(CDS,b1783,yeaG,protein_kinase%2C_endogenous_substrate_unidentified%3B_autokinase,cds1771,+,1934/CDS,b1784,yeaH,UPF0229_family_protein,cds1772,+,1283):+:61:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1784:yeaH:UPF0229_family_protein:cds1772:+:1283:NC_000913.3,WT150_dRpoS150,yeaH,b1784
"IGR:(CDS,b1784,yeaH,UPF0229_family_protein,cds1772,+,1283/CDS,b1785,yeaI,putative_membrane-anchored_diguanylate_cyclase,cds1773,+,1475):+:95:NC_000913.3",WT150_dRpoS150,NA,NA
AS_CDS:b4676:yoaK:inner_membrane-associated_protein:cds1783:+:98:NC_000913.3,WT150_dRpoS150,yoaK,b4676
AS_CDS:b4675:yoaJ:inner_membrane-associated_protein:cds1784:+:74:NC_000913.3,WT150_dRpoS150,yoaJ,b4675
CDS:b1795:yeaQ:UPF0410_family_protein:cds1785:-:248:NC_000913.3,WT150_dRpoS150,yeaQ,b1795
"AS_IGR:(CDS,b1795,yeaQ,UPF0410_family_protein,cds1785,-,248/CDS,b1796,yoaG,uncharacterized_protein,cds1786,-,182):+:96:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1809:yoaB:putative_reactive_intermediate_deaminase:cds1799:+:344:NC_000913.3,WT150_dRpoS150,yoaB,b1809
CDS:b1810:yoaC:DUF1889_family_protein:cds1800:+:299:NC_000913.3,WT150_dRpoS150,yoaC,b1810
"IGR:(CDS,b1810,yoaC,DUF1889_family_protein,cds1800,+,299/CDS,b1811,yoaH,UPF0181_family_protein,cds1801,-,179):+:58:NC_000913.3",WT150_dRpoS150,NA,NA
AS_CDS:b1811:yoaH:UPF0181_family_protein:cds1801:-:179:NC_000913.3,WT150_dRpoS150,yoaH,b1811
CDS:b1813:nudL:putative_CoA_pyrophosphohydrolase%2C_weak_3-phosphohydroxypyruvate_phosphatase:cds1803:+:578:NC_000913.3,WT150_dRpoS150,nudL,b1813
AS_CDS:b1813:nudL:putative_CoA_pyrophosphohydrolase%2C_weak_3-phosphohydroxypyruvate_phosphatase:cds1803:+:578:NC_000913.3,WT150_dRpoS150,nudL,b1813
"IGR:(CDS,b1813,nudL,putative_CoA_pyrophosphohydrolase%2C_weak_3-phosphohydroxypyruvate_phosphatase,cds1803,+,578/CDS,b1814,sdaA,L-serine_dehydratase_1,cds1804,+,1364):+:132:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1815:yoaD:putative_membrane-anchored_cyclic-di-GMP_phosphodiesterase%2C_regulator_of_cellulose_production:cds1805:+:1598:NC_000913.3,WT150_dRpoS150,yoaD,b1815
AS_CDS:b1816:yoaE:putative_membrane_protein/conserved_protein:cds1806:-:1556:NC_000913.3,WT150_dRpoS150,yoaE,b1816
AS_CDS:b1825:yebO:putative_inner_membrane_protein:cds1815:-:287:NC_000913.3,WT150_dRpoS150,yebO,b1825
CDS:b1829:htpX:putative_endopeptidase:cds1820:-:881:NC_000913.3,WT150_dRpoS150,htpX,b1829
CDS:b1833:yebS:inner_membrane_PqiA_domain_protein:cds1824:+:1283:NC_000913.3,WT150_dRpoS150,yebS,b1833
CDS:b1834:yebT:MCE_domain_protein:cds1825:+:2633:NC_000913.3,WT150_dRpoS150,yebT,b1834
"IGR:(CDS,b1834,yebT,MCE_domain_protein,cds1825,+,2633/CDS,b1835,rsmF,16S_rRNA_m5C1407_methyltransferase%2C_SAM-dependent,cds1826,+,1439):+:28:NC_000913.3",WT150_dRpoS150,NA,NA
"IGR:(CDS,b1835,rsmF,16S_rRNA_m5C1407_methyltransferase%2C_SAM-dependent,cds1826,+,1439/CDS,b1836,yebV,uncharacterized_protein,cds1827,+,236):+:66:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1836:yebV:uncharacterized_protein:cds1827:+:236:NC_000913.3,WT150_dRpoS150,yebV,b1836
"IGR:(CDS,b1836,yebV,uncharacterized_protein,cds1827,+,236/CDS,b1837,yebW,uncharacterized_protein,cds1828,+,191):+:53:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1837:yebW:uncharacterized_protein:cds1828:+:191:NC_000913.3,WT150_dRpoS150,yebW,b1837
CDS:b1838:pphA:serine/threonine-specific_protein_phosphatase_1:cds1829:-:656:NC_000913.3,WT150_dRpoS150,pphA,b1838
AS_CDS:b1838:pphA:serine/threonine-specific_protein_phosphatase_1:cds1829:-:656:NC_000913.3,WT150_dRpoS150,pphA,b1838
"AS_IGR:(CDS,b1838,pphA,serine/threonine-specific_protein_phosphatase_1,cds1829,-,656/ncRNA,b4432,ID,ryeA,novel_sRNA%2C_function_unknown,id222,+,248):+:75:NC_000913.3",WT150_dRpoS150,NA,NA
"ncRNA:b4432,ID:ryeA:novel_sRNA%2C_function_unknown:id222:+:248:NC_000913.3",WT150_dRpoS150,NA,NA
"AS_ncRNA:b4432,ID:ryeA:novel_sRNA%2C_function_unknown:id222:+:248:NC_000913.3",WT150_dRpoS150,NA,NA
"ncRNA:b4433,ID:sdsR:novel_sRNA%2C_function_unknown:id223:-:120:NC_000913.3",WT150_dRpoS150,NA,NA
"AS_ncRNA:b4433,ID:sdsR:novel_sRNA%2C_function_unknown:id223:-:120:NC_000913.3",WT150_dRpoS150,NA,NA
"IGR:(ncRNA,b4433,ID,sdsR,novel_sRNA%2C_function_unknown,id223,-,120/CDS,b1839,yebY,DUF2511_family_protein,cds1830,-,341):+:49:NC_000913.3",WT150_dRpoS150,NA,NA
AS_CDS:b1839:yebY:DUF2511_family_protein:cds1830:-:341:NC_000913.3,WT150_dRpoS150,yebY,b1839
CDS:b1841:yobA:CopC_family_protein:cds1832:-:374:NC_000913.3,WT150_dRpoS150,yobA,b1841
AS_CDS:b1844:exoX:exodeoxyribonuclease_10%3B_DNA_exonuclease_X:cds1835:+:662:NC_000913.3,WT150_dRpoS150,exoX,b1844
CDS:b1845:ptrB:protease_II:cds1836:-:2060:NC_000913.3,WT150_dRpoS150,ptrB,b1845
"AS_IGR:(CDS,b1846,yebE,DUF533_family_inner_membrane_protein,cds1837,-,659/CDS,b1847,yebF,extracellular_Colicin_M_immunity_family_protein,cds1838,-,356):+:275:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1847:yebF:extracellular_Colicin_M_immunity_family_protein:cds1838:-:356:NC_000913.3,WT150_dRpoS150,yebF,b1847
AS_CDS:b1847:yebF:extracellular_Colicin_M_immunity_family_protein:cds1838:-:356:NC_000913.3,WT150_dRpoS150,yebF,b1847
"AS_IGR:(CDS,b1847,yebF,extracellular_Colicin_M_immunity_family_protein,cds1838,-,356/CDS,b1848,yebG,DNA_damage-inducible_protein_regulated_by_LexA,cds1839,-,290):+:15:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1857:znuA:zinc_ABC_transporter_periplasmic_binding_protein:cds1848:-:932:NC_000913.3,WT150_dRpoS150,znuA,b1857
AS_CDS:b1868:yecE:UPF0759_family_protein:cds1860:+:818:NC_000913.3,WT150_dRpoS150,yecE,b1868
CDS:b1869:yecN:MAPEG_family_inner_membrane_protein:cds1861:+:395:NC_000913.3,WT150_dRpoS150,yecN,b1869
AS_CDS:b1872:torZ:trimethylamine_N-oxide_reductase_system_III%2C_catalytic_subunit:cds1864:-:2429:NC_000913.3,WT150_dRpoS150,torZ,b1872
CDS:b1878:flhE:proton_seal_during_flagellar_secretion:cds1870:-:392:NC_000913.3,WT150_dRpoS150,flhE,b1878
"AS_IGR:(CDS,b1894,insA,IS1_repressor_TnpA,cds1886,-,275/CDS,b1895,uspC,universal_stress_protein,cds1887,+,428):+:496:NC_000913.3",WT150_dRpoS150,NA,NA
AS_CDS:b1895:uspC:universal_stress_protein:cds1887:+:428:NC_000913.3,WT150_dRpoS150,uspC,b1895
CDS:b1896:otsA:trehalose-6-phosphate_synthase:cds1888:-:1424:NC_000913.3,WT150_dRpoS150,otsA,b1896
CDS:b1897:otsB:trehalose-6-phosphate_phosphatase%2C_biosynthetic:cds1889:-:800:NC_000913.3,WT150_dRpoS150,otsB,b1897
"AS_IGR:(CDS,b1897,otsB,trehalose-6-phosphate_phosphatase%2C_biosynthetic,cds1889,-,800/CDS,b4460,araH,L-arabinose_ABC_transporter_permease,cds1890,-,986):+:115:NC_000913.3",WT150_dRpoS150,NA,NA
"IGR:(CDS,b1904,yecR,lipoprotein%2C_function_unknown,cds1896,+,323/CDS,b1905,ftnA,ferritin_iron_storage_protein_cytoplasmic,cds1897,+,497):+:119:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1905:ftnA:ferritin_iron_storage_protein_cytoplasmic:cds1897:+:497:NC_000913.3,WT150_dRpoS150,ftnA,b1905
CDS:b1906:yecH:DUF2492_family_protein:cds1898:-:239:NC_000913.3,WT150_dRpoS150,yecH,b1906
AS_CDS:b1906:yecH:DUF2492_family_protein:cds1898:-:239:NC_000913.3,WT150_dRpoS150,yecH,b1906
CDS:b1908:yecA:UPF0149_family_protein:cds1900:-:665:NC_000913.3,WT150_dRpoS150,yecA,b1908
CDS:b1912:pgsA:phosphatidylglycerophosphate_synthetase:cds1901:-:548:NC_000913.3,WT150_dRpoS150,pgsA,b1912
"IGR:(CDS,b1916,sdiA,quorum-sensing_transcriptional_activator,cds1905,-,722/CDS,b1917,yecC,putative_ABC_transporter_ATPase,cds1906,-,752):+:178:NC_000913.3",WT150_dRpoS150,NA,NA
AS_CDS:b1917:yecC:putative_ABC_transporter_ATPase:cds1906:-:752:NC_000913.3,WT150_dRpoS150,yecC,b1917
"IGR:(CDS,b1926,fliT,putative_flagellar_synthesis_and_assembly_chaperone,cds1915,+,365/CDS,b1927,amyA,cytoplasmic_alpha-amylase,cds1916,+,1487):+:26:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1927:amyA:cytoplasmic_alpha-amylase:cds1916:+:1487:NC_000913.3,WT150_dRpoS150,amyA,b1927
AS_CDS:b1928:yedD:lipoprotein:cds1917:-:413:NC_000913.3,WT150_dRpoS150,yedD,b1928
CDS:b1929:yedE:UPF0394_family_sulphur_transport_domain-containing_inner_membrane_protein:cds1918:+:1205:NC_000913.3,WT150_dRpoS150,yedE,b1929
CDS:b1930:yedF:putative_TusA_family_sulfurtransferase:cds1919:+:233:NC_000913.3,WT150_dRpoS150,yedF,b1930
AS_CDS:b1951:rcsA:transcriptional_regulator_of_colanic_acid_capsular_biosynthesis:cds1938:+:623:NC_000913.3,WT150_dRpoS150,rcsA,b1951
CDS:b1952:dsrB:uncharacterized_protein:cds1939:-:188:NC_000913.3,WT150_dRpoS150,dsrB,b1952
"IGR:(CDS,b1952,dsrB,uncharacterized_protein,cds1939,-,188/CDS,b1953,yodD,uncharacterized_protein,cds1940,+,227):+:121:NC_000913.3",WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b1952,dsrB,uncharacterized_protein,cds1939,-,188/CDS,b1953,yodD,uncharacterized_protein,cds1940,+,227):+:121:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1953:yodD:uncharacterized_protein:cds1940:+:227:NC_000913.3,WT150_dRpoS150,yodD,b1953
"AS_ncRNA:b1954,ID:dsrA:sRNA_antisense_regulator_enhances_translation_of_RpoS%2C_Hfq-dependent:id235:-:86:NC_000913.3",WT150_dRpoS150,NA,NA
"IGR:(ncRNA,b1954,ID,dsrA,sRNA_antisense_regulator_enhances_translation_of_RpoS%2C_Hfq-dependent,id235,-,86/CDS,b1955,yedP,putative_mannosyl-3-phosphoglycerate_phosphatase,cds1941,+,815):+:176:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1955:yedP:putative_mannosyl-3-phosphoglycerate_phosphatase:cds1941:+:815:NC_000913.3,WT150_dRpoS150,yedP,b1955
CDS:b1956:yedQ:putative_membrane-anchored_diguanylate_cyclase:cds1942:-:1694:NC_000913.3,WT150_dRpoS150,yedQ,b1956
AS_CDS:b1956:yedQ:putative_membrane-anchored_diguanylate_cyclase:cds1942:-:1694:NC_000913.3,WT150_dRpoS150,yedQ,b1956
"AS_IGR:(CDS,b1956,yedQ,putative_membrane-anchored_diguanylate_cyclase,cds1942,-,1694/CDS,b1957,yodC,uncharacterized_protein,cds1943,-,182):+:119:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1957:yodC:uncharacterized_protein:cds1943:-:182:NC_000913.3,WT150_dRpoS150,yodC,b1957
AS_CDS:b1957:yodC:uncharacterized_protein:cds1943:-:182:NC_000913.3,WT150_dRpoS150,yodC,b1957
"AS_IGR:(CDS,b1957,yodC,uncharacterized_protein,cds1943,-,182/CDS,b1958,yedI,DUF808_family_inner_membrane_protein,cds1944,-,917):+:27:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1958:yedI:DUF808_family_inner_membrane_protein:cds1944:-:917:NC_000913.3,WT150_dRpoS150,yedI,b1958
CDS:-:yedS:-:cds1950:+:662:NC_000913.3,WT150_dRpoS150,yedS,NA
gene:b4496:yedS:-:gene2012:+:1192:NC_000913.3,WT150_dRpoS150,NA,NA
CDS:-:yedS:-:cds1950:+:530:NC_000913.3,WT150_dRpoS150,yedS,NA
"IGR:(CDS,-,yedS,-,cds1950,+,530/CDS,b1967,hchA,glyoxalase_III_and_Hsp31_molecular_chaperone,cds1951,+,851):+:540:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1967:hchA:glyoxalase_III_and_Hsp31_molecular_chaperone:cds1951:+:851:NC_000913.3,WT150_dRpoS150,hchA,b1967
"IGR:(CDS,b1967,hchA,glyoxalase_III_and_Hsp31_molecular_chaperone,cds1951,+,851/CDS,b1968,yedV,putative_sensory_kinase_in_two-component_regulatory_system_with_YedW,cds1952,-,1358):+:46:NC_000913.3",WT150_dRpoS150,NA,NA
AS_CDS:b1968:yedV:putative_sensory_kinase_in_two-component_regulatory_system_with_YedW:cds1952:-:1358:NC_000913.3,WT150_dRpoS150,yedV,b1968
CDS:b1969:yedW:response_regulator_family_protein:cds1953:-:671:NC_000913.3,WT150_dRpoS150,yedW,b1969
CDS:b1971:yedY:membrane-anchored%2C_periplasmic_TMAO%2C_DMSO_reductase:cds1955:+:1004:NC_000913.3,WT150_dRpoS150,yedY,b1971
CDS:b1972:yedZ:inner_membrane_heme_subunit_for_periplasmic_YedYZ_reductase:cds1956:+:635:NC_000913.3,WT150_dRpoS150,yedZ,b1972
CDS:b1974:yodB:cytochrome_b561_homolog:cds1958:+:530:NC_000913.3,WT150_dRpoS150,yodB,b1974
"AS_tRNA:b1975,ID:serU:tRNA-Ser:id238:-:89:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b1990:ldtA:L%2CD-transpeptidase_linking_Lpp_to_murein:cds1968:-:932:NC_000913.3,WT150_dRpoS150,ldtA,b1990
"AS_IGR:(CDS,b1990,ldtA,L%2CD-transpeptidase_linking_Lpp_to_murein,cds1968,-,932/CDS,b1991,cobT,nicotinate-nucleotide--dimethylbenzimidazole_phosphoribosyltransferase,cds1969,-,1079):+:13:NC_000913.3",WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b1993,cobU,cobinamide_kinase_and_cobinamide_phosphate_guanylyltransferase,cds1971,-,545/CDS,b4639,yeeH,-,cds1972,-,86):+:252:NC_000913.3",WT150_dRpoS150,NA,NA
mobile_genetic_element:-:-:-:id243:-:1194:NC_000913.3,WT150_dRpoS150,NA,NA
AS_mobile_genetic_element:-:-:-:id243:-:1194:NC_000913.3,WT150_dRpoS150,NA,NA
CDS:b1994:insH1:IS5_transposase_and_trans-activator:cds1973:-:1016:NC_000913.3,WT150_dRpoS150,insH1,b1994
AS_CDS:b1994:insH1:IS5_transposase_and_trans-activator:cds1973:-:1016:NC_000913.3,WT150_dRpoS150,insH1,b1994
sequence_feature:-:-:-:id244:+:11677:NC_000913.3,WT150_dRpoS150,NA,NA
CDS:b4582:yoeA:-:cds1976:+:305:NC_000913.3,WT150_dRpoS150,yoeA,b4582
CDS:b4582:yoeA:-:cds1976:+:197:NC_000913.3,WT150_dRpoS150,yoeA,b4582
AS_CDS:b1999:yeeP:-:cds1979:+:551:NC_000913.3,WT150_dRpoS150,yeeP,b1999
"ncRNA:b4435,ID:isrC:novel_sRNA%2C_CP4-44%3B_putative_prophage_remnant:id246:+:194:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b2000:flu:CP4-44_prophage%3B_antigen_43_Ag43_phase-variable_biofilm_formation_autotransporter:cds1980:+:3119:NC_000913.3,WT150_dRpoS150,flu,b2000
"IGR:(CDS,b2000,flu,CP4-44_prophage%3B_antigen_43_Ag43_phase-variable_biofilm_formation_autotransporter,cds1980,+,3119/CDS,b2001,yeeR,CP4-44_prophage%3B_putative_membrane_protein,cds1981,+,1532):+:69:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b2002:yeeS:CP4-44_prophage%3B_putative_DNA_repair_protein:cds1982:+:446:NC_000913.3,WT150_dRpoS150,yeeS,b2002
CDS:b2023:hisH:imidazole_glycerol_phosphate_synthase%2C_glutamine_amidotransferase_subunit:cds2007:+:590:NC_000913.3,WT150_dRpoS150,hisH,b2023
mobile_genetic_element:-:-:-:id248:-:1194:NC_000913.3,WT150_dRpoS150,NA,NA
AS_mobile_genetic_element:-:-:-:id248:-:1194:NC_000913.3,WT150_dRpoS150,NA,NA
